# time_unit: years
# unit: mm
# scale: 1
# column_names: ymd hms north east up
# columns_index: 0 1 2 3 4
# index_cols: ymd hms
# index_formats: %Y%m%d %H%M%S
20001005 000000	   -4.8574	    9.5211	   -7.7888
20001006 000000	   -7.8060	   13.2154	   -9.2020
20001007 000000	   -7.1246	    9.0196	    1.0347
20001008 000000	   -5.9632	   11.5439	  -13.7285
20001009 000000	   -7.5918	   11.4082	   -4.6417
20001010 000000	   -6.4504	   10.1724	    0.8151
20001011 000000	   -6.2490	    6.5967	    6.3818
20001012 000000	   -7.4776	    9.2210	   -4.1714
20001013 000000	   -6.6062	    9.4052	   -6.1946
20001014 000000	   -5.6048	    7.3995	   -3.4279
20001015 000000	   -4.2034	    9.2738	   -4.0511
20001016 000000	    0.2680	    7.1680	   -9.2843
20001017 000000	   -5.5407	    9.9723	    5.3525
20001018 000000	   -7.0093	    8.7466	   -4.7708
20001019 000000	   -6.3279	   10.4908	   -0.1040
20001020 000000	   -7.1465	    9.9151	   -3.1372
20001021 000000	   -4.4151	   11.0794	    3.2396
20001022 000000	   -5.8737	   10.2536	   -5.7237
20001023 000000	   -6.5923	    9.6879	   -6.4969
20001024 000000	   -9.4709	   10.3022	    2.1299
20001025 000000	   -4.6295	    8.6264	    4.0967
20001026 000000	   -5.6981	    8.5007	   -2.8366
20001027 000000	  -10.5267	    9.9350	   -5.1298
20001028 000000	   -7.9353	    7.2692	   -5.8830
20001029 000000	   -7.4439	    8.3235	   -5.6662
20001030 000000	   -9.7626	    8.4078	   -8.5795
20001031 000000	   -8.2812	    6.8520	   -5.1427
20001101 000000	   -9.4298	    9.7263	   -7.6159
20001102 000000	   -7.5084	    6.5506	   -5.8191
20001103 000000	   -9.0070	    9.2248	   -9.0724
20001104 000000	   -7.5756	    6.5591	   -7.0756
20001105 000000	   -6.8142	    8.5534	   -5.8188
20001106 000000	   -7.9528	    6.4376	   -3.0021
20001107 000000	   -9.4414	    7.2619	   -5.2053
20001108 000000	   -7.5800	    7.2262	   -8.9585
20001109 000000	   -8.6086	    9.3204	  -11.5417
20001110 000000	   -3.9472	    7.5747	  -12.2550
20001111 000000	  -10.1158	    9.9890	   -9.0082
20001112 000000	   -7.7545	   11.7032	   -4.0714
20001113 000000	   -7.8731	   10.3075	   -5.5046
20001114 000000	   -6.6917	    9.0218	   -4.3179
20001115 000000	   -8.0303	   10.6860	   -4.9511
20001116 000000	   -6.0889	   11.0103	  -12.2443
20001117 000000	   -7.9575	   12.5446	   -8.8875
20001118 000000	   -5.1961	   10.2788	  -10.1408
20001119 000000	   -7.3547	   11.1931	   -1.3840
20001120 000000	   -9.0933	    9.7274	  -11.2572
20001121 000000	   -8.9419	    9.6316	   -3.8304
20001122 000000	   -6.1905	    6.0059	   -5.6837
20001123 000000	   -6.5391	    8.1402	   -5.2969
20001124 000000	   -8.2477	   11.1344	   -8.3101
20001125 000000	   -5.7863	    8.4487	  -20.9433
20001126 000000	   -4.7950	    8.1330	  -22.6766
20001127 000000	   -4.1736	    8.0172	  -15.2898
20001128 000000	   -3.7122	    9.7815	  -16.0530
20001129 000000	   -6.1008	    6.4158	   -9.1463
20001130 000000	   -4.5194	    7.1400	   -7.3595
20001201 000000	   -7.5280	    7.6243	   -2.7927
20001202 000000	   -8.3566	    5.4286	   -2.7659
20001203 000000	   -6.1152	    7.8528	    7.1008
20001204 000000	   -2.0938	    7.1671	    5.4976
20001205 000000	   -7.2824	   11.2214	    5.8644
20001206 000000	   -2.1710	    6.9956	   -7.2388
20001207 000000	   -4.1396	    8.2699	   -3.7921
20001208 000000	   -4.5682	   10.9042	   -4.2053
20001209 000000	   -4.2569	    5.6284	   -3.7185
20001210 000000	   -6.5655	    8.7727	    2.3083
20001211 000000	   -6.8741	    7.3370	    0.2350
20001212 000000	   -8.0527	    8.6612	    6.5718
20001213 000000	   -7.4313	    9.8855	    2.6786
20001214 000000	   -5.7499	    8.8898	   -0.1746
20001215 000000	   -7.2985	    8.9840	    1.0921
20001216 000000	   -5.7271	   10.2783	   -5.0911
20001217 000000	   -2.2957	   11.0826	   -3.1243
